name_with_owner,stargazer_count,created_at,repository_age_days,merged_pull_requests,release_count,pushed_at,days_since_last_update,primary_language,total_issues,closed_issues,closed_issues_ratio
GitSquared/edex-ui,45047,2017-01-28T09:35:02Z,3486,399,29,2021-10-19T22:38:47Z,1762,JavaScript,559,553,0.9892665474060823
pyenv/pyenv,45017,2012-08-31T06:57:52Z,5097,1112,165,2026-08-15T19:47:27Z,1,Shell,1908,1856,0.9727463312368972
sickn33/agentic-awesome-skills,45001,2026-01-14T17:48:09Z,213,751,186,2026-08-13T17:56:53Z,3,Python,162,162,1.0
fastapi/full-stack-fastapi-template,44882,2019-02-23T15:08:34Z,2730,726,15,2026-08-14T17:22:11Z,2,TypeScript,441,441,1.0
react-hook-form/react-hook-form,44823,2019-03-05T23:47:10Z,2720,2313,618,2026-08-16T00:59:55Z,0,TypeScript,5001,5000,0.9998000399920016
meteor/meteor,44812,2012-01-19T01:58:17Z,5323,2923,0,2026-08-14T17:55:18Z,2,JavaScript,9329,9111,0.976632007717869
sudheerj/reactjs-interview-questions,44731,2018-05-31T17:17:01Z,2998,170,0,2026-08-13T15:53:12Z,3,JavaScript,113,110,0.9734513274336283
MHSanaei/3x-ui,44718,2023-02-09T19:16:57Z,1283,1029,124,2026-08-15T21:39:02Z,1,Go,4232,4142,0.9787334593572778
mitmproxy/mitmproxy,44708,2010-02-16T04:10:13Z,6025,2830,81,2026-08-13T13:50:59Z,3,Python,3691,3318,0.8989433757789217
vercel/hyper,44699,2016-07-01T06:01:21Z,3697,3292,88,2026-06-29T11:03:02Z,48,TypeScript,3826,2882,0.7532671197072661
files-community/Files,44632,2019-01-04T18:19:14Z,2780,5753,139,2026-08-14T14:35:19Z,2,C#,11343,10896,0.9605924358635282
DataTalksClub/data-engineering-zoomcamp,44631,2021-10-21T09:32:50Z,1759,462,0,2026-06-10T09:34:17Z,67,Jupyter Notebook,146,146,1.0
getsentry/sentry,44555,2010-08-30T22:06:41Z,5829,91100,176,2026-08-16T03:03:43Z,0,Python,17248,15473,0.8970895176252319
vnpy/vnpy,44494,2015-03-02T03:36:58Z,4185,1077,67,2026-08-10T01:07:58Z,6,Python,2187,2171,0.9926840420667581
logseq/logseq,44469,2020-05-23T00:06:06Z,2276,3388,153,2026-08-13T08:33:16Z,3,Clojure,8244,7347,0.891193595342067
spf13/cobra,44438,2013-09-03T20:40:26Z,4729,631,27,2026-07-11T00:43:07Z,36,Go,1255,1001,0.797609561752988
coreyhaines31/marketingskills,44422,2026-01-15T19:45:23Z,212,187,39,2026-07-29T05:41:15Z,18,JavaScript,168,132,0.7857142857142857
charmbracelet/bubbletea,44385,2020-01-10T21:04:03Z,2409,706,79,2026-08-12T20:40:50Z,4,Go,442,334,0.755656108597285
NaiboWang/EasySpider,44360,2020-07-18T02:41:27Z,2220,46,10,2026-07-03T09:39:50Z,44,JavaScript,765,497,0.6496732026143791
paperless-ngx/paperless-ngx,44302,2022-02-12T21:56:52Z,1645,3542,156,2026-08-16T00:23:48Z,0,Python,2632,2631,0.9996200607902735
AykutSarac/jsoncrack.com,44290,2022-01-30T15:25:18Z,1658,91,23,2026-06-15T16:37:02Z,62,TypeScript,289,260,0.8996539792387543
payloadcms/payload,44192,2021-01-05T18:49:45Z,2048,7697,574,2026-08-16T02:08:36Z,0,TypeScript,4738,4326,0.9130434782608695
sharkdp/fd,44096,2017-05-09T21:27:10Z,3385,775,44,2026-08-11T17:42:55Z,5,Rust,983,853,0.8677517802644964
parcel-bundler/parcel,44023,2017-08-07T16:36:47Z,3295,2600,52,2026-08-12T05:03:21Z,4,JavaScript,5538,5079,0.9171180931744312
streamich/react-use,44016,2018-10-27T10:16:05Z,2849,1534,257,2026-06-10T18:51:23Z,67,TypeScript,614,247,0.4022801302931596
janhq/jan,44014,2023-08-17T02:17:10Z,1095,3790,104,2026-08-14T12:24:52Z,2,TypeScript,3775,3416,0.9049006622516557
Kong/kong,43988,2014-11-17T23:56:08Z,4289,6532,147,2026-08-04T09:27:18Z,12,Lua,4615,4537,0.9830985915492958
yangshun/front-end-interview-handbook,43987,2018-01-13T19:40:08Z,3136,356,0,2026-08-13T08:25:31Z,3,JavaScript,103,92,0.8932038834951457
babel/babel,43985,2014-09-28T13:38:23Z,4339,6737,468,2026-08-14T00:16:12Z,2,TypeScript,9111,8519,0.9350235978487542
zen-browser/desktop,43937,2024-03-28T00:05:55Z,871,1210,185,2026-08-16T00:05:46Z,0,JavaScript,9662,9095,0.9413164976195405
lysine-dev/retrofit,43931,2010-09-06T21:39:43Z,5822,1351,4,2026-08-14T15:12:06Z,2,Java,2773,2644,0.9534799855751893
astaxie/build-web-application-with-golang,43915,2012-08-02T11:49:35Z,5126,757,0,2024-05-12T00:47:46Z,826,Go,306,182,0.5947712418300654
apache/spark,43820,2014-02-25T08:00:08Z,4554,8,0,2026-08-15T13:22:02Z,1,Scala,97,58,0.5979381443298969
DataExpert-io/data-engineer-handbook,43740,2023-11-19T19:47:41Z,1000,181,0,2026-08-03T20:29:57Z,13,Jupyter Notebook,107,82,0.7663551401869159
aymericdamien/TensorFlow-Examples,43735,2015-11-11T14:21:19Z,3930,88,0,2024-07-26T19:46:13Z,751,Jupyter Notebook,239,71,0.29707112970711297
ccxt/ccxt,43638,2017-05-14T15:41:56Z,3380,15550,247,2026-08-16T02:18:20Z,0,Python,11525,11306,0.980997830802603
ray-project/ray,43524,2016-10-25T19:38:30Z,3581,32131,128,2026-08-16T00:26:16Z,0,Python,22950,20086,0.8752069716775599
juspay/hyperswitch,43482,2022-10-17T11:18:28Z,1398,7559,158,2026-08-15T20:46:08Z,1,Rust,4170,2840,0.6810551558752997
colinhacks/zod,43469,2020-03-07T20:59:08Z,2352,1104,205,2026-08-15T15:54:15Z,1,TypeScript,3148,3073,0.9761753494282084
danielmiessler/Fabric,43452,2024-01-03T23:18:31Z,955,646,423,2026-08-09T20:55:42Z,7,Go,859,829,0.9650756693830035
gradio-app/gradio,43368,2018-12-19T08:24:04Z,2796,5721,1000,2026-08-15T20:07:06Z,1,Python,6714,6546,0.9749776586237712
Light-City/CPlusPlusThings,43362,2019-07-14T08:45:45Z,2589,78,0,2026-05-16T06:05:14Z,92,C++,231,223,0.9653679653679653
ziglang/zig,43331,2015-08-06T00:51:28Z,4028,9540,21,2025-11-27T01:42:59Z,262,Zig,13522,10787,0.7977370211507173
alex/what-happens-when,43289,2013-11-07T04:30:06Z,4665,108,0,2024-08-19T13:02:25Z,727,Não informado,300,54,0.18
Unitech/pm2,43271,2013-05-21T03:25:25Z,4835,558,138,2026-07-02T10:09:15Z,45,JavaScript,5147,4128,0.8020205945210802
HeyPuter/puter,43073,2024-03-03T01:44:32Z,896,2008,22,2026-08-16T05:06:51Z,0,TypeScript,1223,1211,0.9901880621422731
FuelLabs/fuels-rs,43070,2021-10-31T22:33:54Z,1749,915,121,2026-06-29T14:14:40Z,48,Rust,663,613,0.9245852187028658
zbezj/HEU_KMS_Activator,43042,2019-06-23T00:49:35Z,2611,0,54,2026-07-06T04:01:22Z,41,Não informado,205,32,0.15609756097560976
FuelLabs/fuels-ts,43033,2021-09-03T18:11:03Z,1807,1979,156,2026-03-27T18:21:29Z,142,TypeScript,1457,1400,0.9608785175017158
mifi/lossless-cut,42953,2016-10-30T10:49:56Z,3576,266,106,2026-08-14T22:07:25Z,2,TypeScript,1917,1639,0.854981742305686
deepspeedai/DeepSpeed,42941,2020-01-23T18:35:18Z,2396,3165,115,2026-08-16T05:13:55Z,0,Python,3365,2202,0.6543833580980684
faif/python-patterns,42930,2012-06-06T21:02:35Z,5183,293,0,2026-08-13T09:08:33Z,3,Python,97,88,0.9072164948453608
juanfont/headscale,42889,2020-06-21T09:21:05Z,2246,1349,140,2026-07-30T10:20:13Z,17,Go,1338,1255,0.9379671150971599
Imbad0202/academic-research-skills,42617,2026-02-26T06:31:01Z,170,390,39,2026-08-15T08:59:37Z,1,Python,297,279,0.9393939393939394
curl/curl,42608,2010-03-18T22:32:22Z,5994,211,97,2026-08-15T21:14:14Z,1,C,5547,5542,0.9990986118622679
k88hudson/git-flight-rules,42595,2014-07-22T20:35:09Z,4407,227,0,2026-07-23T20:48:50Z,24,Não informado,73,59,0.8082191780821918
mingrammer/diagrams,42513,2020-02-02T15:23:24Z,2386,357,46,2026-08-15T08:30:34Z,1,Python,546,231,0.4230769230769231
apachecn/ailearning,42459,2017-02-25T08:53:02Z,3458,478,2,2024-11-12T16:21:55Z,642,Python,118,114,0.9661016949152542
Alamofire/Alamofire,42419,2014-07-31T05:56:19Z,4398,674,106,2026-08-03T01:00:57Z,13,Swift,2819,2788,0.9890031926214969
imputnet/cobalt,42103,2022-07-08T18:12:55Z,1499,252,0,2026-04-06T11:59:56Z,132,Svelte,1031,804,0.7798254122211445
saadeghi/daisyui,42087,2020-11-28T22:57:27Z,2086,604,226,2026-08-16T01:56:08Z,0,JavaScript,2198,2184,0.9936305732484076
danny-avila/LibreChat,42074,2023-02-12T01:06:52Z,1281,4051,94,2026-08-16T05:30:58Z,0,TypeScript,4856,4497,0.9260708401976936
666ghj/BettaFish,42006,2024-07-01T13:11:38Z,775,117,6,2026-08-10T03:55:07Z,6,Python,442,441,0.997737556561086
fastlane/fastlane,41992,2014-12-02T17:00:38Z,4274,6482,568,2026-08-15T19:02:39Z,1,Ruby,13305,12787,0.9610672679443818
LC044/WeChatMsg,41969,2023-01-11T05:03:49Z,1313,62,0,2025-12-30T13:31:16Z,229,Não informado,0,0,
nolimits4web/swiper,41878,2012-03-14T19:11:45Z,5267,629,103,2026-08-06T16:44:44Z,10,TypeScript,5830,5592,0.9591766723842196
psf/black,41808,2018-03-14T19:54:45Z,3076,1883,55,2026-08-10T21:24:42Z,6,Python,2818,2550,0.9048970901348474
hexojs/hexo,41772,2012-09-23T15:17:08Z,5074,1000,118,2026-08-12T18:42:36Z,4,TypeScript,4001,3955,0.9885028742814297
agno-agi/agno,41728,2022-05-04T15:23:02Z,1564,3612,231,2026-08-14T21:05:59Z,2,Python,2750,2126,0.773090909090909
aria2/aria2,41721,2010-11-27T09:41:48Z,5740,258,24,2026-06-25T14:49:35Z,52,C++,1925,829,0.43064935064935067
dylanaraps/pure-bash-bible,41716,2018-06-13T01:39:33Z,2986,28,0,2023-11-28T03:26:23Z,992,Shell,77,33,0.42857142857142855
freefq/free,41660,2020-06-07T02:48:33Z,2261,0,0,2024-08-20T09:43:55Z,726,Não informado,890,292,0.32808988764044944
chubin/cheat.sh,41643,2017-05-07T21:40:56Z,3387,129,0,2025-12-23T18:48:24Z,236,Python,273,139,0.5091575091575091
dcloudio/uni-app,41598,2018-07-12T08:52:39Z,2956,582,0,2026-08-15T16:34:49Z,1,Objective-C,5099,4409,0.8646793488919396
apache/dubbo,41553,2012-06-19T07:56:02Z,5170,6133,114,2026-08-13T18:29:17Z,3,Java,7424,6590,0.8876616379310345
yarnpkg/yarn,41491,2016-01-19T17:39:16Z,3861,1655,153,2026-05-12T11:09:42Z,96,JavaScript,6624,4755,0.7178442028985508
tabler/tabler,41455,2018-02-01T09:08:59Z,3117,934,51,2026-08-14T10:52:49Z,2,Astro,1215,1158,0.9530864197530864
chatboxai/chatbox,41450,2023-03-06T12:22:15Z,1258,81,60,2026-08-14T14:13:27Z,2,TypeScript,2690,1541,0.5728624535315985
hpcaitech/ColossalAI,41437,2021-10-28T16:19:44Z,1752,3708,50,2026-08-10T17:47:01Z,6,Python,1741,1297,0.7449741527857553
sxyazi/yazi,41363,2023-07-08T11:45:55Z,1134,1271,32,2026-08-15T19:32:44Z,1,Rust,1948,1895,0.9727926078028748
exelban/stats,41218,2019-05-29T19:24:56Z,2635,455,348,2026-08-14T09:19:36Z,2,Swift,2918,2892,0.9910897875257025
nwjs/nw.js,41185,2012-01-04T06:21:10Z,5337,576,0,2026-08-13T21:16:06Z,3,JavaScript,7455,6567,0.8808853118712273
styled-components/styled-components,41124,2016-08-16T06:41:32Z,3651,1066,239,2026-08-15T22:30:42Z,1,TypeScript,3009,2998,0.9963443004320373
heygen-com/hyperframes,41119,2026-03-10T01:51:06Z,159,2113,347,2026-08-16T05:11:18Z,0,TypeScript,276,245,0.8876811594202898
XTLS/Xray-core,41054,2020-11-09T11:23:10Z,2105,1422,119,2026-08-14T00:12:39Z,2,Go,3092,3059,0.9893272962483829
luongnv89/claude-howto,41047,2025-11-07T22:59:34Z,281,65,10,2026-08-06T00:58:47Z,10,Python,40,26,0.65
vuetifyjs/vuetify,41031,2016-09-12T00:39:35Z,3625,4802,672,2026-08-16T01:00:26Z,0,TypeScript,15437,15138,0.9806309516097688
bailicangdu/vue2-elm,41028,2016-12-23T01:49:20Z,3523,21,0,2025-04-11T12:52:02Z,492,Vue,631,512,0.8114104595879557
zai-org/ChatGLM-6B,40988,2023-03-13T12:00:18Z,1251,47,0,2024-06-27T04:05:25Z,780,Python,1316,750,0.5699088145896657
gkd-kit/gkd,40908,2023-07-04T03:59:15Z,1139,16,75,2026-08-08T17:07:18Z,8,Kotlin,794,783,0.9861460957178841
goabstract/Awesome-Design-Tools,40889,2019-02-12T13:55:30Z,2741,283,0,2024-07-28T19:57:31Z,749,JavaScript,53,26,0.49056603773584906
QSCTech/zju-icicles,40828,2016-06-28T16:17:32Z,3700,232,0,2026-01-20T11:01:02Z,208,HTML,78,69,0.8846153846153846
